geoid,name,B19013001,"B19013001, Error"
14000US06037239202,"Census Tract 2392.02, Los Angeles, CA",31716,7986
14000US06037239310,"Census Tract 2393.10, Los Angeles, CA",34792,5765
14000US06037239320,"Census Tract 2393.20, Los Angeles, CA",40278,6771
14000US06037239330,"Census Tract 2393.30, Los Angeles, CA",35656,5684
14000US06037239501,"Census Tract 2395.01, Los Angeles, CA",37692,6226
14000US06037239502,"Census Tract 2395.02, Los Angeles, CA",29708,5617
14000US06037239601,"Census Tract 2396.01, Los Angeles, CA",34048,5217
14000US06037239602,"Census Tract 2396.02, Los Angeles, CA",33750,4747
14000US06037239701,"Census Tract 2397.01, Los Angeles, CA",32938,7966
14000US06037239702,"Census Tract 2397.02, Los Angeles, CA",38281,12844
14000US06037239801,"Census Tract 2398.01, Los Angeles, CA",32368,10879
14000US06037239802,"Census Tract 2398.02, Los Angeles, CA",34762,6405
14000US06037240010,"Census Tract 2400.10, Los Angeles, CA",29971,4292
14000US06037240020,"Census Tract 2400.20, Los Angeles, CA",41161,9510
14000US06037240200,"Census Tract 2402, Los Angeles, CA",31676,10200
14000US06037240300,"Census Tract 2403, Los Angeles, CA",25067,6458
14000US06037240401,"Census Tract 2404.01, Los Angeles, CA",29810,7146
14000US06037240402,"Census Tract 2404.02, Los Angeles, CA",33705,5561
14000US06037240500,"Census Tract 2405, Los Angeles, CA",30313,11155
14000US06037240600,"Census Tract 2406, Los Angeles, CA",36038,6398
14000US06037240700,"Census Tract 2407, Los Angeles, CA",41763,4793
14000US06037240800,"Census Tract 2408, Los Angeles, CA",35760,3899
14000US06037240900,"Census Tract 2409, Los Angeles, CA",35753,8710
14000US06037241001,"Census Tract 2410.01, Los Angeles, CA",37917,9088
14000US06037241002,"Census Tract 2410.02, Los Angeles, CA",39837,13088
14000US06037241110,"Census Tract 2411.10, Los Angeles, CA",36141,8541
14000US06037241120,"Census Tract 2411.20, Los Angeles, CA",24945,8271
14000US06037241201,"Census Tract 2412.01, Los Angeles, CA",37092,11034
14000US06037241202,"Census Tract 2412.02, Los Angeles, CA",33625,7192
14000US06037241300,"Census Tract 2413, Los Angeles, CA",33281,14699
14000US06037241400,"Census Tract 2414, Los Angeles, CA",30042,4192
14000US06037242000,"Census Tract 2420, Los Angeles, CA",36122,5721
14000US06037242100,"Census Tract 2421, Los Angeles, CA",15385,4031
14000US06037242200,"Census Tract 2422, Los Angeles, CA",26196,4499
14000US06037242300,"Census Tract 2423, Los Angeles, CA",27927,9600
14000US06037242600,"Census Tract 2426, Los Angeles, CA",16234,3930
14000US06037242700,"Census Tract 2427, Los Angeles, CA",33568,6089
14000US06037243000,"Census Tract 2430, Los Angeles, CA",46850,6821
14000US06037243100,"Census Tract 2431, Los Angeles, CA",23606,5597
14000US06037261101,"Census Tract 2611.01, Los Angeles, CA",210486,31771
14000US06037261102,"Census Tract 2611.02, Los Angeles, CA",175000,46495
14000US06037261200,"Census Tract 2612, Los Angeles, CA",164844,35795
14000US06037262100,"Census Tract 2621, Los Angeles, CA",184107,58200
14000US06037262200,"Census Tract 2622, Los Angeles, CA",175491,46085
14000US06037262301,"Census Tract 2623.01, Los Angeles, CA",218750,54829
14000US06037262302,"Census Tract 2623.02, Los Angeles, CA",161645,36024
14000US06037262303,"Census Tract 2623.03, Los Angeles, CA",221635,53754
14000US06037262400,"Census Tract 2624, Los Angeles, CA",250001,0
14000US06037262501,"Census Tract 2625.01, Los Angeles, CA",192917,80493
14000US06037262601,"Census Tract 2626.01, Los Angeles, CA",208482,44666
14000US06037262604,"Census Tract 2626.04, Los Angeles, CA",190217,33965
14000US06037262704,"Census Tract 2627.04, Los Angeles, CA",111579,26164
14000US06037262706,"Census Tract 2627.06, Los Angeles, CA",188646,48850
14000US06037262802,"Census Tract 2628.02, Los Angeles, CA",214032,13213
14000US06037264000,"Census Tract 2640, Los Angeles, CA",215560,41820
14000US06037264102,"Census Tract 2641.02, Los Angeles, CA",97500,15165
14000US06037264103,"Census Tract 2641.03, Los Angeles, CA",88068,18908
14000US06037264301,"Census Tract 2643.01, Los Angeles, CA",90967,6932
14000US06037264302,"Census Tract 2643.02, Los Angeles, CA",90451,9149
14000US06037265100,"Census Tract 2651, Los Angeles, CA",105543,22745
14000US06037265201,"Census Tract 2652.01, Los Angeles, CA",66250,43263
14000US06037265202,"Census Tract 2652.02, Los Angeles, CA",76037,31921
14000US06037265301,"Census Tract 2653.01, Los Angeles, CA",0,0
14000US06037265303,"Census Tract 2653.03, Los Angeles, CA",15924,2956
14000US06037265304,"Census Tract 2653.04, Los Angeles, CA",18186,4884
14000US06037265305,"Census Tract 2653.05, Los Angeles, CA",18150,13111
14000US06037265410,"Census Tract 2654.10, Los Angeles, CA",133711,28476
14000US06037265420,"Census Tract 2654.20, Los Angeles, CA",171000,53377
14000US06037265510,"Census Tract 2655.10, Los Angeles, CA",43073,8545
14000US06037265520,"Census Tract 2655.20, Los Angeles, CA",96364,14364
14000US06037265601,"Census Tract 2656.01, Los Angeles, CA",104116,15519
14000US06037265602,"Census Tract 2656.02, Los Angeles, CA",111659,13285
14000US06037265700,"Census Tract 2657, Los Angeles, CA",84327,26931
14000US06037267100,"Census Tract 2671, Los Angeles, CA",85396,11451
14000US06037267200,"Census Tract 2672, Los Angeles, CA",86538,21491
14000US06037267300,"Census Tract 2673, Los Angeles, CA",61290,11055
14000US06037267402,"Census Tract 2674.02, Los Angeles, CA",66076,13584
14000US06037267403,"Census Tract 2674.03, Los Angeles, CA",81823,14553
14000US06037267404,"Census Tract 2674.04, Los Angeles, CA",87813,25499
14000US06037267501,"Census Tract 2675.01, Los Angeles, CA",75780,13557
14000US06037267502,"Census Tract 2675.02, Los Angeles, CA",80313,8430
14000US06037267600,"Census Tract 2676, Los Angeles, CA",68510,19493
14000US06037267700,"Census Tract 2677, Los Angeles, CA",84608,10558
14000US06037267800,"Census Tract 2678, Los Angeles, CA",70938,12762
14000US06037267901,"Census Tract 2679.01, Los Angeles, CA",123889,44076
14000US06037267902,"Census Tract 2679.02, Los Angeles, CA",107841,25110
14000US06037269000,"Census Tract 2690, Los Angeles, CA",116613,17206
14000US06037269100,"Census Tract 2691, Los Angeles, CA",81736,12770
14000US06037269300,"Census Tract 2693, Los Angeles, CA",155972,28277
14000US06037269500,"Census Tract 2695, Los Angeles, CA",167000,35636
14000US06037269601,"Census Tract 2696.01, Los Angeles, CA",46474,6646
14000US06037269602,"Census Tract 2696.02, Los Angeles, CA",57306,8134
14000US06037269700,"Census Tract 2697, Los Angeles, CA",80417,19024
14000US06037269800,"Census Tract 2698, Los Angeles, CA",59444,13756
14000US06037269903,"Census Tract 2699.03, Los Angeles, CA",57847,18413
14000US06037269904,"Census Tract 2699.04, Los Angeles, CA",62634,13109
14000US06037269905,"Census Tract 2699.05, Los Angeles, CA",63603,5132
14000US06037269906,"Census Tract 2699.06, Los Angeles, CA",75434,11065
14000US06037269907,"Census Tract 2699.07, Los Angeles, CA",63919,9144
14000US06037270100,"Census Tract 2701, Los Angeles, CA",61745,13143
14000US06037270200,"Census Tract 2702, Los Angeles, CA",62826,11293
14000US06037270300,"Census Tract 2703, Los Angeles, CA",72326,7422
14000US06037271100,"Census Tract 2711, Los Angeles, CA",89688,16090
14000US06037271200,"Census Tract 2712, Los Angeles, CA",67152,14308
14000US06037271300,"Census Tract 2713, Los Angeles, CA",91411,18513
14000US06037271400,"Census Tract 2714, Los Angeles, CA",110179,15720
14000US06037271500,"Census Tract 2715, Los Angeles, CA",93009,12968
14000US06037271600,"Census Tract 2716, Los Angeles, CA",82586,10407
14000US06037271701,"Census Tract 2717.01, Los Angeles, CA",90045,13275
14000US06037271702,"Census Tract 2717.02, Los Angeles, CA",58665,13008
14000US06037271801,"Census Tract 2718.01, Los Angeles, CA",54306,11604
14000US06037271802,"Census Tract 2718.02, Los Angeles, CA",61731,6284
14000US06037271901,"Census Tract 2719.01, Los Angeles, CA",86094,19907
14000US06037271902,"Census Tract 2719.02, Los Angeles, CA",70200,10034
14000US06037272100,"Census Tract 2721, Los Angeles, CA",88192,9752
14000US06037272201,"Census Tract 2722.01, Los Angeles, CA",58482,13095
14000US06037272202,"Census Tract 2722.02, Los Angeles, CA",58689,5173
14000US06037272301,"Census Tract 2723.01, Los Angeles, CA",70966,9681
14000US06037272302,"Census Tract 2723.02, Los Angeles, CA",59867,9285
14000US06037273100,"Census Tract 2731, Los Angeles, CA",118958,25925
14000US06037273200,"Census Tract 2732, Los Angeles, CA",83426,8281
14000US06037273300,"Census Tract 2733, Los Angeles, CA",68802,12881
14000US06037273402,"Census Tract 2734.02, Los Angeles, CA",62809,36222
14000US06037273502,"Census Tract 2735.02, Los Angeles, CA",69225,19439
14000US06037273600,"Census Tract 2736, Los Angeles, CA",120938,21700
14000US06037273700,"Census Tract 2737, Los Angeles, CA",107568,32447
14000US06037273800,"Census Tract 2738, Los Angeles, CA",94417,11495
14000US06037273902,"Census Tract 2739.02, Los Angeles, CA",113125,37148
14000US06037274100,"Census Tract 2741, Los Angeles, CA",106968,9055
14000US06037274202,"Census Tract 2742.02, Los Angeles, CA",94766,40551
14000US06037275101,"Census Tract 2751.01, Los Angeles, CA",79514,8043
14000US06037275102,"Census Tract 2751.02, Los Angeles, CA",53500,7316
14000US06037275200,"Census Tract 2752, Los Angeles, CA",56573,15904
14000US06037275302,"Census Tract 2753.02, Los Angeles, CA",83606,14825
14000US06037275311,"Census Tract 2753.11, Los Angeles, CA",86031,8529
14000US06037275400,"Census Tract 2754, Los Angeles, CA",136860,12806
14000US06037275500,"Census Tract 2755, Los Angeles, CA",37301,8027
14000US06037275602,"Census Tract 2756.02, Los Angeles, CA",121833,14438
14000US06037275603,"Census Tract 2756.03, Los Angeles, CA",70078,16720
14000US06037276000,"Census Tract 2760, Los Angeles, CA",116613,14447
14000US06037276100,"Census Tract 2761, Los Angeles, CA",63344,7915
14000US06037276400,"Census Tract 2764, Los Angeles, CA",109107,28540
14000US06037276500,"Census Tract 2765, Los Angeles, CA",87422,14585
14000US06037276601,"Census Tract 2766.01, Los Angeles, CA",116875,27965
14000US06037276603,"Census Tract 2766.03, Los Angeles, CA",79688,18126
14000US06037276604,"Census Tract 2766.04, Los Angeles, CA",76554,16324
14000US06037277000,"Census Tract 2770, Los Angeles, CA",142688,16558
14000US06037277100,"Census Tract 2771, Los Angeles, CA",123750,14846
14000US06037277200,"Census Tract 2772, Los Angeles, CA",63139,8505
14000US06037277400,"Census Tract 2774, Los Angeles, CA",38981,9152
14000US06037278001,"Census Tract 2780.01, Los Angeles, CA",92900,21057
14000US06037278102,"Census Tract 2781.02, Los Angeles, CA",155694,33712
14000US06037291110,"Census Tract 2911.10, Los Angeles, CA",41509,7196
14000US06037291120,"Census Tract 2911.20, Los Angeles, CA",42011,5686
14000US06037291130,"Census Tract 2911.30, Los Angeles, CA",55956,5612
14000US06037291210,"Census Tract 2912.10, Los Angeles, CA",50000,14913
14000US06037291220,"Census Tract 2912.20, Los Angeles, CA",50642,7622
14000US06037291300,"Census Tract 2913, Los Angeles, CA",74375,13164
14000US06037292000,"Census Tract 2920, Los Angeles, CA",36799,6829
14000US06037293201,"Census Tract 2932.01, Los Angeles, CA",54420,10623
14000US06037293202,"Census Tract 2932.02, Los Angeles, CA",36059,5800
14000US06037293301,"Census Tract 2933.01, Los Angeles, CA",79855,5441
14000US06037293302,"Census Tract 2933.02, Los Angeles, CA",66094,17705
14000US06037293304,"Census Tract 2933.04, Los Angeles, CA",54740,12904
14000US06037293306,"Census Tract 2933.06, Los Angeles, CA",84260,4961
14000US06037293307,"Census Tract 2933.07, Los Angeles, CA",47337,12016
14000US06037294110,"Census Tract 2941.10, Los Angeles, CA",52188,11496
14000US06037294120,"Census Tract 2941.20, Los Angeles, CA",41125,13529
14000US06037294200,"Census Tract 2942, Los Angeles, CA",61321,12361
14000US06037294301,"Census Tract 2943.01, Los Angeles, CA",66510,10449
14000US06037294302,"Census Tract 2943.02, Los Angeles, CA",49882,9076
14000US06037294410,"Census Tract 2944.10, Los Angeles, CA",44464,4932
14000US06037294421,"Census Tract 2944.21, Los Angeles, CA",46406,8493
14000US06037294510,"Census Tract 2945.10, Los Angeles, CA",43567,8162
14000US06037294520,"Census Tract 2945.20, Los Angeles, CA",48125,9426
14000US06037294610,"Census Tract 2946.10, Los Angeles, CA",40970,6491
14000US06037294620,"Census Tract 2946.20, Los Angeles, CA",40941,4414
14000US06037294701,"Census Tract 2947.01, Los Angeles, CA",31786,9596
14000US06037294810,"Census Tract 2948.10, Los Angeles, CA",40917,8953
14000US06037294820,"Census Tract 2948.20, Los Angeles, CA",36739,5114
14000US06037294830,"Census Tract 2948.30, Los Angeles, CA",35000,3650
14000US06037294900,"Census Tract 2949, Los Angeles, CA",38983,5344
14000US06037295103,"Census Tract 2951.03, Los Angeles, CA",101652,29815
14000US06037296210,"Census Tract 2962.10, Los Angeles, CA",30875,8532
14000US06037296220,"Census Tract 2962.20, Los Angeles, CA",26512,3966
14000US06037296300,"Census Tract 2963, Los Angeles, CA",83068,17339
14000US06037296401,"Census Tract 2964.01, Los Angeles, CA",79605,7290
14000US06037296402,"Census Tract 2964.02, Los Angeles, CA",95789,33448
14000US06037296500,"Census Tract 2965, Los Angeles, CA",36569,7905
14000US06037296600,"Census Tract 2966, Los Angeles, CA",33116,5045
14000US06037296901,"Census Tract 2969.01, Los Angeles, CA",42500,5315
14000US06037296902,"Census Tract 2969.02, Los Angeles, CA",44743,4899
14000US06037297000,"Census Tract 2970, Los Angeles, CA",78297,10283
14000US06037297110,"Census Tract 2971.10, Los Angeles, CA",34735,10010
14000US06037297120,"Census Tract 2971.20, Los Angeles, CA",46314,14143
14000US06037297201,"Census Tract 2972.01, Los Angeles, CA",58947,10225
14000US06037297202,"Census Tract 2972.02, Los Angeles, CA",66813,21738
14000US06037297300,"Census Tract 2973, Los Angeles, CA",79554,13527
14000US06037297400,"Census Tract 2974, Los Angeles, CA",91164,14579
14000US06037297500,"Census Tract 2975, Los Angeles, CA",109241,30185
14000US06037297601,"Census Tract 2976.01, Los Angeles, CA",51912,15704
14000US06037297602,"Census Tract 2976.02, Los Angeles, CA",66063,14887
14000US06037701100,"Census Tract 7011, Los Angeles, CA",0,0
14000US06037930200,"Census Tract 9302, Los Angeles, CA",84375,39893
14000US06037980008,"Census Tract 9800.08, Los Angeles, CA",48125,47239
14000US06037980009,"Census Tract 9800.09, Los Angeles, CA",0,0
14000US06037980010,"Census Tract 9800.10, Los Angeles, CA",11938,5075
14000US06037980014,"Census Tract 9800.14, Los Angeles, CA",0,0
14000US06037980015,"Census Tract 9800.15, Los Angeles, CA",39516,17812
14000US06037980019,"Census Tract 9800.19, Los Angeles, CA",200000,153365
14000US06037980020,"Census Tract 9800.20, Los Angeles, CA",0,0
14000US06037980021,"Census Tract 9800.21, Los Angeles, CA",0,0
14000US06037980022,"Census Tract 9800.22, Los Angeles, CA",0,0
14000US06037980023,"Census Tract 9800.23, Los Angeles, CA",0,0
14000US06037980024,"Census Tract 9800.24, Los Angeles, CA",121442,53406
14000US06037980026,"Census Tract 9800.26, Los Angeles, CA",0,0
14000US06037980028,"Census Tract 9800.28, Los Angeles, CA",0,0
14000US06037980031,"Census Tract 9800.31, Los Angeles, CA",110385,101021
14000US06037990200,"Census Tract 9902, Los Angeles, CA",0,0
16000US0644000,"Los Angeles, CA",54501,452
